N,P,K,Temparature,Humidity,Crop,Moisture,Soil Type,Fertilizer Name
37,3,0,27.2,53.22,Millets,65.54,Black,14-35-14
11,16,14,31.64,57.41,Oil seeds,46.37,Red,14-35-14
3,11,13,23.83,54.44,Cotton,52.12,Clayey,10-26-26
6,33,12,34.53,50.56,Millets,59.52,Red,14-35-14
37,0,4,32.26,46.78,Oil seeds,65.84,Clayey,28-28
9,36,0,33.72,54.76,Millets,55.49,Loamy,DAP
37,0,0,31.51,61.78,Cotton,30,Loamy,14-35-14
11,36,4,39.52,68.5,Maize,46.86,Red,DAP
25,18,0,29.04,69.4,Paddy,35.7,Loamy,14-35-14
12,40,0,29.36,57.52,Barley,28.75,Clayey,DAP
9,10,15,31.55,55.2,Millets,56.98,Clayey,17-17-17
11,6,0,30.73,58.57,Paddy,39.43,Red,20-20
24,17,0,21.81,44.3,Maize,53.45,Loamy,14-35-14
14,44,4,28.73,53.76,Paddy,21.09,Red,20-20
9,35,3,30.44,50.27,Oil seeds,63.48,Clayey,Urea
19,17,0,26.71,61.14,Ground Nuts,45.55,Sandy,Urea
4,29,5,33.67,60.82,Cotton,20.16,Clayey,Urea
17,14,2,30.18,58.08,Tobacco,31.69,Red,10-26-26
8,39,3,30.96,71.75,Ground Nuts,32,Black,Urea
9,11,18,27.86,65.21,Wheat,33.52,Sandy,10-26-26
40,1,3,23.48,62.95,Wheat,44.68,Red,Urea
9,25,9,25.76,59.69,Paddy,42.9,Clayey,Urea
43,4,0,34.01,66.76,Wheat,38.99,Sandy,14-35-14
41,1,2,28.1,63.12,Wheat,59.22,Clayey,20-20
17,19,4,36.54,59.79,Maize,31.06,Sandy,DAP
11,6,3,36.4,64.47,Pulses,41.6,Black,Urea
36,0,0,29.53,62.5,Cotton,21.78,Black,28-28
8,9,3,26.54,60.09,Wheat,68.52,Clayey,14-35-14
0,30,12,34.58,71.62,Barley,47.49,Black,DAP
14,34,0,31.48,62.41,Sugarcane,24.55,Sandy,17-17-17
10,18,22,34.25,73.85,Barley,41.28,Black,17-17-17
22,21,1,25.08,62.43,Oil seeds,46.48,Loamy,20-20
38,0,2,28.44,55.65,Pulses,65.23,Sandy,28-28
33,1,0,25.89,50.14,Cotton,30.58,Red,28-28
7,37,3,32.12,77.32,Millets,23.3,Black,17-17-17
1,29,6,34.41,61.06,Barley,44.38,Clayey,28-28
8,27,6,34.19,62.08,Paddy,20,Black,10-26-26
6,12,0,38.22,57.94,Paddy,50.07,Sandy,17-17-17
12,42,0,27.87,55.62,Ground Nuts,31.24,Loamy,20-20
3,17,12,27.56,65.73,Tobacco,22.89,Sandy,28-28
16,30,0,28.02,48.4,Maize,57.89,Sandy,10-26-26
17,32,0,24.06,59.62,Sugarcane,70,Red,10-26-26
8,33,3,23.7,61.92,Maize,38.39,Clayey,Urea
5,12,15,26.86,65.22,Millets,55.92,Red,20-20
17,20,0,33.41,52.42,Tobacco,48.93,Red,DAP
42,0,3,24.1,54.53,Paddy,37.08,Black,Urea
10,38,0,30.76,52.1,Ground Nuts,45.25,Clayey,10-26-26
14,38,0,33.33,67.32,Maize,54.05,Red,Urea
9,31,0,32.57,60.04,Ground Nuts,49.72,Black,10-26-26
15,16,21,33.14,49.74,Ground Nuts,33.96,Red,17-17-17
19,24,0,36.86,63.61,Oil seeds,26.57,Clayey,20-20
19,20,0,31.44,53.24,Oil seeds,45.64,Sandy,Urea
39,4,4,24.61,49.42,Millets,45.94,Black,20-20
44,0,1,31.16,52.39,Maize,22.68,Loamy,28-28
6,25,11,31.73,64.39,Oil seeds,55.77,Black,28-28
34,4,3,27.73,55.39,Tobacco,44.28,Black,Urea
27,21,0,29.91,67.67,Wheat,41.74,Sandy,DAP
44,2,0,28.48,69.72,Millets,42.47,Clayey,20-20
4,28,7,26.37,52.84,Wheat,20,Clayey,20-20
38,0,0,37.29,68.48,Cotton,37.23,Clayey,20-20
27,15,1,27.28,49.29,Ground Nuts,53.75,Loamy,17-17-17
9,29,13,28.54,52.41,Maize,56.61,Sandy,17-17-17
22,21,2,35.52,58.55,Oil seeds,37.93,Loamy,28-28
12,39,2,34.31,59.99,Cotton,45.08,Red,20-20
12,12,0,22.21,52.71,Sugarcane,52.42,Clayey,28-28
5,11,0,32.06,70.94,Tobacco,66.54,Black,Urea
15,39,0,39.45,61.53,Sugarcane,28.76,Loamy,14-35-14
6,21,18,28.44,52.58,Barley,36.69,Black,Urea
18,21,0,24.39,61.39,Barley,39.84,Sandy,14-35-14
35,0,0,27.7,55.99,Wheat,39.51,Clayey,Urea
18,17,0,27.84,67.18,Cotton,46.95,Black,10-26-26
17,23,0,24.56,58.5,Oil seeds,32.41,Clayey,17-17-17
18,18,0,32.07,67.78,Wheat,33.63,Clayey,28-28
10,26,8,31.04,52.32,Sugarcane,62.57,Loamy,17-17-17
7,18,0,24.82,49.2,Paddy,36.28,Clayey,17-17-17
38,0,4,29.17,47.64,Oil seeds,58.77,Clayey,DAP
24,27,3,22.49,53.29,Ground Nuts,40.75,Loamy,17-17-17
7,16,9,30.17,51.2,Ground Nuts,34.47,Black,28-28
10,44,0,29.86,52.39,Sugarcane,28.29,Loamy,Urea
0,19,21,26.36,64.53,Sugarcane,20,Black,17-17-17
9,18,13,29.94,57.63,Pulses,50.05,Loamy,10-26-26
9,14,11,24.42,60.92,Tobacco,38.85,Sandy,DAP
7,39,2,35.93,62.74,Ground Nuts,49.08,Sandy,10-26-26
39,0,3,28.33,55.61,Cotton,32.04,Clayey,14-35-14
26,25,0,32.95,64.98,Maize,33.74,Clayey,14-35-14
8,39,0,25.86,69.87,Barley,40.56,Clayey,10-26-26
19,21,3,32.74,52.59,Pulses,32.29,Sandy,14-35-14
10,32,10,27.17,60.75,Ground Nuts,56.14,Red,Urea
31,0,4,24.86,49.39,Paddy,31.93,Red,17-17-17
44,0,0,40,74.58,Oil seeds,50.59,Black,10-26-26
18,33,2,26.12,62.49,Barley,63.64,Sandy,DAP
12,39,0,29,56.76,Cotton,20,Sandy,Urea
24,19,0,32.73,57.84,Oil seeds,40.73,Sandy,20-20
14,40,0,29.99,62.67,Millets,29.97,Sandy,Urea
23,19,0,26.67,56.31,Maize,37.51,Red,20-20
9,32,0,33.3,67.48,Barley,42.24,Loamy,17-17-17
11,42,0,35.44,66.64,Paddy,32.53,Sandy,17-17-17
10,40,3,33.13,57.08,Oil seeds,25.06,Black,Urea
15,36,0,35.11,62.94,Pulses,34.46,Sandy,Urea
13,14,0,29.01,61.71,Paddy,48.57,Sandy,Urea
34,0,0,38.94,75.61,Maize,49.89,Clayey,DAP
9,7,0,30.55,51.34,Sugarcane,42.6,Black,17-17-17
18,15,1,28.16,58.55,Barley,25.26,Clayey,20-20
4,29,4,40,64.09,Tobacco,46.49,Sandy,Urea
12,5,4,29.35,62.25,Ground Nuts,39.85,Loamy,Urea
9,16,15,26.48,62.9,Oil seeds,33.45,Sandy,DAP
11,9,1,27.66,47.56,Ground Nuts,41.75,Black,10-26-26
21,18,0,35.72,68.72,Wheat,25.91,Red,20-20
36,3,0,28.79,48.06,Wheat,37.93,Loamy,28-28
43,1,3,34.17,58.77,Sugarcane,44.38,Sandy,28-28
23,15,4,26.8,44.21,Ground Nuts,38.52,Sandy,14-35-14
33,1,0,28.95,59.12,Wheat,26.9,Black,10-26-26
38,0,1,32.83,68.78,Wheat,37.84,Sandy,10-26-26
35,4,0,25.25,45.43,Cotton,65.6,Black,14-35-14
28,22,4,30.33,62.51,Tobacco,68.4,Sandy,20-20
39,4,1,32.02,63.85,Maize,28.71,Red,17-17-17
35,3,0,31.17,55.69,Wheat,40.48,Loamy,17-17-17
10,18,16,28.93,70.5,Maize,64.49,Black,10-26-26
25,19,4,30.87,63.26,Cotton,31.49,Black,28-28
38,0,0,25.69,62.47,Paddy,65.56,Black,17-17-17
7,9,4,28.09,62.05,Wheat,41.9,Red,14-35-14
14,18,4,32.56,65.99,Ground Nuts,36.24,Loamy,20-20
11,32,7,30.46,54.2,Cotton,26.28,Black,10-26-26
17,23,0,35.65,66.09,Oil seeds,33.49,Black,20-20
19,25,1,29.94,55.21,Barley,52.74,Red,DAP
15,10,14,21.71,49.72,Paddy,30.07,Black,Urea
8,17,10,26.09,61.38,Tobacco,37.05,Black,20-20
38,3,0,31.74,68.91,Millets,47.96,Clayey,28-28
14,34,0,38.84,61.78,Maize,60.96,Loamy,Urea
18,17,0,30.25,53.77,Cotton,39.07,Clayey,DAP
9,36,2,32.22,67.1,Ground Nuts,64.91,Red,28-28
16,39,0,26.13,55.16,Pulses,61.36,Black,DAP
12,43,2,37.33,62.07,Wheat,24.59,Sandy,10-26-26
14,14,0,31.94,43.31,Cotton,56.99,Red,20-20
36,0,0,28.23,54.78,Pulses,46.69,Sandy,14-35-14
11,35,0,30.54,45.68,Pulses,27.66,Loamy,20-20
2,17,23,30.6,55.38,Paddy,35.35,Loamy,DAP
9,42,3,39.13,73.24,Maize,41.33,Loamy,28-28
20,17,0,25.75,61.91,Wheat,33.57,Clayey,Urea
25,18,0,29.99,60.85,Barley,46.92,Loamy,20-20
10,38,0,40,68.84,Millets,70,Red,10-26-26
15,7,1,31.08,51.34,Oil seeds,55.35,Clayey,28-28
33,0,0,28.77,51.58,Pulses,35.29,Clayey,Urea
8,25,8,40,64.69,Sugarcane,54.83,Loamy,DAP
11,37,0,27.43,51.19,Tobacco,59.36,Sandy,17-17-17
38,0,0,32.79,45.26,Wheat,26.63,Loamy,10-26-26
12,7,12,31.04,71.72,Paddy,53.87,Clayey,14-35-14
25,15,0,25.99,51.27,Maize,38.05,Loamy,DAP
9,11,1,38.25,61.62,Tobacco,25.91,Loamy,20-20
7,15,11,25.03,59.25,Tobacco,46.72,Red,Urea
36,3,0,22.52,59.32,Sugarcane,31.39,Black,17-17-17
10,6,0,26.12,56.29,Maize,67,Loamy,14-35-14
12,34,4,26.09,50.71,Pulses,44.3,Black,28-28
13,36,0,38.53,69.75,Paddy,61.48,Clayey,10-26-26
38,0,0,28.93,60.61,Sugarcane,46.4,Sandy,17-17-17
17,11,4,29.51,57.86,Barley,47.6,Black,20-20
15,38,2,33.95,69.5,Cotton,26.36,Red,20-20
5,10,3,30.99,47.42,Sugarcane,57.98,Clayey,28-28
7,36,0,32.26,54.9,Maize,62.24,Sandy,Urea
3,17,17,31.83,67.7,Barley,37.31,Red,14-35-14
14,36,0,31.94,61.1,Pulses,52.49,Loamy,Urea
20,25,1,26.53,58.97,Sugarcane,45.49,Black,10-26-26
32,1,3,28.16,49.51,Ground Nuts,36.1,Sandy,10-26-26
12,37,0,38.8,63.61,Sugarcane,68.24,Black,Urea
11,17,10,21.85,44,Cotton,49.66,Clayey,14-35-14
18,44,2,35,65.39,Sugarcane,37.65,Loamy,DAP
13,10,10,31.91,54.59,Pulses,63.99,Loamy,14-35-14
23,22,4,26.67,55.69,Cotton,30.74,Loamy,10-26-26
9,13,0,26.68,54.5,Tobacco,38.68,Loamy,17-17-17
27,15,3,29.19,60.94,Oil seeds,42,Red,20-20
12,11,2,22.27,59.9,Ground Nuts,51.79,Clayey,20-20
20,22,4,37.63,71.29,Cotton,50.14,Red,10-26-26
18,10,11,33.13,70.61,Wheat,42.85,Loamy,DAP
35,4,0,28.6,56.17,Ground Nuts,57.59,Clayey,Urea
23,24,0,34.35,60.57,Pulses,46.46,Sandy,28-28
46,3,0,23.82,53.92,Pulses,33.92,Clayey,Urea
22,20,3,27.76,52.38,Oil seeds,36.17,Loamy,17-17-17
5,18,0,24.68,43.45,Paddy,57.28,Loamy,20-20
35,1,0,24.1,45.69,Oil seeds,20.64,Red,DAP
6,12,12,30.87,65.28,Oil seeds,46.28,Clayey,Urea
31,0,0,33.69,71.85,Millets,50.83,Sandy,28-28
17,37,2,33.65,65.32,Millets,70,Clayey,14-35-14
14,13,0,30.33,44.11,Ground Nuts,26.82,Black,DAP
21,26,4,29.74,63.49,Wheat,44.31,Sandy,28-28
15,37,0,26.3,54.13,Pulses,34.21,Sandy,17-17-17
8,9,0,24.96,44.47,Sugarcane,66.11,Sandy,17-17-17
16,37,0,33.57,60.78,Paddy,51.96,Red,10-26-26
14,14,0,33.5,56.07,Oil seeds,54.11,Clayey,10-26-26
14,16,0,30.24,61.77,Tobacco,37.68,Loamy,20-20
5,31,9,37.62,69.05,Pulses,44.74,Red,DAP
36,0,0,25.79,60.67,Paddy,43.34,Clayey,DAP
35,1,4,30.35,60.18,Millets,63.97,Sandy,DAP
6,38,3,31.38,51.49,Paddy,61.27,Red,14-35-14
12,41,3,29.28,71.07,Sugarcane,35.67,Black,Urea
5,26,10,31,57.54,Barley,48.96,Red,DAP
14,8,18,33.3,68.18,Ground Nuts,47.51,Clayey,14-35-14
13,43,1,22.85,55.1,Oil seeds,29.09,Red,14-35-14
10,9,0,33.98,62.99,Barley,50.43,Sandy,20-20
14,10,0,28.82,62.48,Millets,20,Black,14-35-14
9,37,0,29.99,66.83,Paddy,47.07,Loamy,Urea
19,39,3,34.18,67.07,Tobacco,58.67,Loamy,17-17-17
38,0,4,40,67.75,Barley,56.43,Loamy,14-35-14
38,0,0,32.67,56.77,Maize,40.22,Clayey,17-17-17
8,10,0,22.13,50.96,Cotton,59.06,Clayey,Urea
19,6,14,24.84,53.53,Millets,34.79,Sandy,17-17-17
20,23,0,30.24,58.88,Tobacco,49.24,Loamy,14-35-14
20,19,1,25.81,58.56,Wheat,40.21,Black,Urea
12,40,0,34.23,69.79,Paddy,65.57,Clayey,17-17-17
40,1,0,28.67,57.67,Millets,21,Clayey,20-20
35,0,0,30.8,55.01,Oil seeds,25,Black,17-17-17
35,0,0,31.14,57.5,Cotton,63.08,Loamy,DAP
4,30,12,33.11,67.57,Wheat,32.21,Loamy,DAP
7,29,6,31.43,63.1,Pulses,43.59,Black,14-35-14
5,31,14,29.73,59.06,Millets,69.92,Sandy,DAP
8,15,10,21.23,46.1,Ground Nuts,36.59,Black,14-35-14
10,39,0,28.01,50.89,Millets,20,Loamy,20-20
30,0,0,23.56,57.65,Cotton,42.16,Red,DAP
37,3,1,32.72,58.96,Pulses,60.48,Black,20-20
37,1,0,31.16,48.63,Oil seeds,20.19,Sandy,28-28
28,17,0,29.76,64.65,Oil seeds,52.47,Red,10-26-26
38,0,0,36.17,68.75,Cotton,32.62,Black,14-35-14
11,11,2,26.1,47.54,Cotton,20.66,Loamy,20-20
6,20,11,33.77,48.38,Cotton,32.49,Loamy,14-35-14
27,19,0,25.64,55.98,Maize,37.32,Red,14-35-14
4,15,14,21.73,48.03,Maize,43.37,Sandy,20-20
26,16,0,28.89,46.84,Wheat,27.93,Loamy,14-35-14
18,43,4,33.59,51.12,Wheat,39.54,Black,17-17-17
10,11,10,26.21,66.15,Wheat,51,Red,20-20
36,0,0,39.86,71.81,Oil seeds,57.26,Red,20-20
21,20,4,26.38,63.29,Ground Nuts,52.18,Clayey,14-35-14
40,0,3,25.54,62.93,Paddy,36.09,Loamy,14-35-14
5,26,13,27.38,60.32,Pulses,50.76,Sandy,14-35-14
20,25,1,23.59,52.26,Sugarcane,42.23,Sandy,20-20
12,13,0,33.97,49.49,Maize,35.62,Clayey,14-35-14
10,5,3,33.16,51.42,Cotton,47.39,Loamy,17-17-17
36,1,4,25.25,46.12,Cotton,56.39,Black,Urea
18,11,1,28.82,61.5,Ground Nuts,42.75,Clayey,DAP
10,24,9,30.93,67.78,Ground Nuts,70,Black,Urea
16,13,0,34.27,65.79,Oil seeds,45.96,Black,10-26-26
35,0,4,28.52,52.04,Paddy,64.54,Black,Urea
20,20,0,26.18,60.1,Cotton,34.98,Loamy,DAP
10,37,0,30.19,67,Cotton,24.65,Sandy,20-20
18,20,0,26.15,56.28,Cotton,48.04,Black,28-28
10,27,6,26.51,50.62,Maize,55.85,Sandy,DAP
12,42,3,32.89,53.28,Millets,63.35,Black,Urea
18,23,0,31.36,66.66,Ground Nuts,46.26,Clayey,17-17-17
13,35,0,25.37,51.4,Ground Nuts,67.69,Red,20-20
20,26,0,29.14,67.8,Paddy,49.49,Red,10-26-26
16,34,0,29.89,71.8,Paddy,41.42,Loamy,DAP
11,34,8,30.69,55.65,Cotton,63.02,Clayey,Urea
3,27,7,31.52,67.58,Ground Nuts,32.04,Sandy,DAP
39,0,0,26.01,41.55,Ground Nuts,61.19,Black,Urea
15,36,0,30.43,55.84,Paddy,34.76,Sandy,20-20
22,18,1,32.51,62.88,Sugarcane,48.48,Loamy,Urea
2,21,11,27.22,49.1,Oil seeds,27.15,Clayey,28-28
11,30,13,36.5,68.47,Cotton,38.52,Red,Urea
14,13,0,21.59,54.14,Barley,68.42,Loamy,DAP
21,25,1,30.75,52.41,Oil seeds,36.1,Clayey,14-35-14
40,4,3,27.98,51.57,Sugarcane,32.44,Sandy,10-26-26
19,18,2,33.96,52.94,Wheat,35.23,Sandy,Urea
24,13,0,27.85,52.65,Wheat,33.33,Clayey,20-20
16,41,0,26.51,63.74,Wheat,20,Clayey,28-28
17,36,0,29.01,58.45,Barley,25.72,Red,Urea
10,32,11,31.19,57.06,Wheat,56.73,Red,14-35-14
13,10,8,24.32,46.37,Ground Nuts,64.36,Sandy,DAP
11,17,4,27.82,58.73,Ground Nuts,41.49,Loamy,20-20
12,14,0,29.29,73.05,Tobacco,60.5,Sandy,17-17-17
4,27,7,33.05,59.1,Wheat,34.65,Loamy,28-28
41,0,2,30.4,60.08,Ground Nuts,37.04,Loamy,10-26-26
12,14,0,26.8,53.34,Tobacco,39.36,Red,Urea
15,35,0,33.99,56.59,Maize,20.08,Sandy,14-35-14
18,27,1,22.1,47.1,Oil seeds,47.6,Loamy,20-20
20,20,0,31.57,49.29,Millets,48.02,Sandy,17-17-17
9,32,6,37.51,57.76,Paddy,60.62,Black,10-26-26
21,21,0,30.49,61.62,Wheat,43.88,Clayey,DAP
14,43,1,33.16,70.77,Tobacco,55.48,Sandy,10-26-26
7,17,0,25.11,67.21,Ground Nuts,30.73,Clayey,10-26-26
6,32,0,32.74,60.15,Wheat,33.03,Black,Urea
9,19,10,27.57,60.24,Ground Nuts,46.64,Black,17-17-17
27,24,2,22.71,50.4,Pulses,40.46,Black,Urea
36,0,2,28.32,57.04,Pulses,36.82,Black,DAP
38,0,3,38.64,60.03,Cotton,32.44,Sandy,28-28
20,16,0,30.56,52.13,Pulses,44.67,Clayey,10-26-26
9,17,0,27.2,46.67,Cotton,31.41,Clayey,10-26-26
31,0,0,29.09,44.8,Millets,44.98,Black,17-17-17
9,17,17,27.56,50.27,Maize,33.38,Black,20-20
5,25,23,29.91,71.44,Millets,52.85,Loamy,Urea
37,0,2,30.04,59.31,Wheat,23.46,Black,Urea
11,17,20,40,70.46,Cotton,49.59,Black,DAP
5,14,0,31.02,63.58,Tobacco,48.47,Loamy,DAP
14,41,0,38.72,62.6,Maize,32.93,Clayey,10-26-26
25,19,4,30.61,64.43,Cotton,45.47,Red,10-26-26
46,0,3,30.45,47.88,Millets,24.31,Red,20-20
8,11,11,28.73,61.1,Oil seeds,60.49,Black,17-17-17
4,30,7,28.37,51.61,Paddy,45.94,Red,20-20
11,8,0,25.09,43.46,Sugarcane,52.01,Black,14-35-14
9,19,17,26.06,45.12,Pulses,29.83,Clayey,28-28
8,14,20,27.7,52.81,Oil seeds,45.3,Red,10-26-26
18,34,2,33.17,57.64,Wheat,31.57,Red,Urea
34,1,0,26.6,55.39,Paddy,57.23,Red,17-17-17
6,18,18,24.5,53.2,Sugarcane,40.47,Sandy,DAP
42,0,0,29.08,60.86,Wheat,42.96,Loamy,28-28
6,29,14,34.13,51.37,Pulses,63.68,Clayey,10-26-26
11,12,0,25.24,50.51,Barley,43.13,Clayey,14-35-14
4,28,6,23.91,49.16,Sugarcane,24.07,Black,17-17-17
9,11,22,27.47,58.55,Oil seeds,35.02,Loamy,28-28
37,0,0,26.71,53.04,Oil seeds,48.29,Red,28-28
14,41,0,34.59,63.22,Maize,42.17,Clayey,28-28
27,18,0,25.82,49.88,Pulses,37.06,Black,14-35-14
23,18,2,32.62,66.69,Ground Nuts,34.48,Loamy,DAP
11,8,2,36.46,69.63,Millets,49.78,Sandy,14-35-14
40,1,0,28.63,48.69,Sugarcane,39.09,Red,20-20
21,24,0,31.48,74.48,Pulses,40.94,Red,DAP
12,28,2,30.1,61.63,Cotton,36.49,Black,DAP
7,25,10,28.57,50.92,Ground Nuts,24.51,Clayey,20-20
27,18,3,24.06,52.41,Tobacco,28.87,Black,10-26-26
17,32,4,32.76,50.53,Tobacco,26.65,Sandy,14-35-14
33,0,1,32.02,56.24,Maize,36.81,Red,DAP
13,40,0,27.39,68.54,Cotton,31.22,Sandy,Urea
27,15,4,28.17,44.52,Cotton,37.4,Sandy,DAP
11,36,0,39.6,57.34,Paddy,40.13,Sandy,DAP
14,19,14,27.83,67.66,Barley,56.62,Sandy,10-26-26
7,30,6,26,54.8,Cotton,54.3,Red,14-35-14
40,0,1,27.72,53.82,Tobacco,38.47,Clayey,10-26-26
6,14,21,26.97,44.41,Millets,51.42,Loamy,DAP
14,35,0,34.47,63.73,Sugarcane,36.79,Red,20-20
8,16,17,39.41,72.15,Millets,42.56,Black,20-20
6,18,15,35,63.21,Pulses,33.69,Red,DAP
39,4,0,33.33,65.37,Sugarcane,31.42,Black,10-26-26
23,22,0,37.4,66.12,Millets,61.2,Loamy,17-17-17
11,17,0,21.33,59.53,Pulses,34.34,Red,28-28
9,17,13,31.46,62,Barley,46.01,Black,Urea
44,4,0,33.94,65,Sugarcane,36.07,Red,10-26-26
16,34,0,31.36,59.58,Maize,69.23,Sandy,20-20
25,23,4,26.24,43.51,Sugarcane,41,Red,20-20
8,14,13,37.57,60.17,Paddy,47.52,Clayey,14-35-14
12,11,16,31.62,67.35,Cotton,40.08,Loamy,DAP
18,30,4,32.76,52.66,Tobacco,70,Clayey,20-20
15,37,0,33.93,52.27,Wheat,42,Clayey,28-28
38,2,0,40,71.21,Sugarcane,45.73,Clayey,DAP
14,34,0,33.55,59.39,Maize,30.38,Clayey,17-17-17
25,19,1,31.97,58.12,Barley,24.71,Sandy,Urea
23,18,0,37,55.83,Tobacco,42.57,Black,10-26-26
17,44,3,22.38,50.14,Ground Nuts,29.26,Red,Urea
11,9,4,29.83,52.91,Wheat,34.01,Sandy,20-20
18,42,0,34.6,57.76,Wheat,33.56,Sandy,Urea
36,0,0,24.63,50.31,Sugarcane,63.27,Sandy,17-17-17
22,25,0,28.46,54.38,Cotton,40.69,Loamy,14-35-14
5,23,6,34.16,69.55,Sugarcane,53.12,Clayey,28-28
39,3,0,28.72,55.54,Sugarcane,27.69,Sandy,28-28
3,21,16,34.75,56.36,Cotton,27.64,Black,Urea
28,21,3,27.34,54.86,Cotton,36.42,Clayey,20-20
38,0,0,31.48,49.9,Wheat,41.72,Sandy,17-17-17
12,15,1,32.2,53.44,Maize,28.81,Sandy,28-28
9,36,0,32.88,64.12,Ground Nuts,33.49,Red,Urea
13,12,0,27.04,49.54,Cotton,35.64,Loamy,28-28
18,40,4,34.58,65.76,Millets,56.38,Sandy,17-17-17
15,19,13,32.86,71.74,Cotton,67.98,Clayey,28-28
34,4,0,29.02,43.2,Barley,31.33,Sandy,Urea
13,36,2,35.62,63.55,Tobacco,49.96,Clayey,Urea
8,12,20,26.47,64.77,Millets,23.03,Red,Urea
5,29,6,30.32,69.9,Sugarcane,51.72,Black,10-26-26
13,37,4,37.98,63.73,Tobacco,31.31,Loamy,14-35-14
9,13,18,24.99,55.26,Oil seeds,37.78,Clayey,DAP
28,22,0,27.03,63.04,Maize,37.86,Sandy,17-17-17
25,14,0,27,44.44,Wheat,50.65,Sandy,28-28
14,4,0,22.74,59.33,Cotton,60.29,Sandy,DAP
16,15,18,33.12,67.93,Paddy,44.16,Sandy,10-26-26
14,39,1,28.82,49.32,Paddy,54.64,Black,10-26-26
36,0,0,26.84,60.73,Wheat,44.94,Clayey,17-17-17
9,17,14,33.36,58.08,Tobacco,48.3,Black,17-17-17
8,34,9,26.54,64.11,Tobacco,37.2,Sandy,14-35-14
15,11,21,24.72,63.9,Pulses,39.65,Sandy,20-20
9,5,0,23.56,60.5,Millets,36.73,Loamy,20-20
11,16,14,30.38,63.85,Sugarcane,24.8,Red,10-26-26
4,16,18,28.1,59.34,Sugarcane,39.97,Loamy,17-17-17
7,27,6,27.21,55.78,Ground Nuts,28.17,Red,Urea
18,21,0,34.83,66.32,Pulses,48.03,Black,Urea
38,0,0,27.7,55.91,Millets,25.34,Loamy,10-26-26
26,26,4,24.39,46.09,Cotton,36.57,Black,10-26-26
9,37,0,36.99,77.28,Wheat,25.49,Black,10-26-26
6,14,2,32.44,66.7,Sugarcane,44.68,Black,14-35-14
22,20,1,34.35,65.77,Pulses,49.74,Clayey,28-28
6,27,10,31.54,64.72,Paddy,32.88,Loamy,28-28
40,1,4,31.63,63.91,Wheat,42.19,Red,10-26-26
8,27,6,32.04,75.94,Wheat,20.1,Black,10-26-26
34,0,4,28.35,58.1,Ground Nuts,36.8,Loamy,28-28
14,9,0,30.62,58.67,Wheat,46.57,Sandy,20-20
15,34,0,25.71,43.52,Oil seeds,40.7,Loamy,Urea
37,3,0,33.22,60.99,Oil seeds,43.26,Red,Urea
32,2,0,29.92,50.28,Ground Nuts,36.3,Clayey,Urea
7,9,3,26.25,53.05,Sugarcane,28.22,Sandy,Urea
12,11,0,27.4,59.79,Paddy,36.45,Loamy,10-26-26
3,32,7,39.29,62.84,Millets,52.03,Red,17-17-17
13,31,4,27.21,58.5,Pulses,64.74,Black,14-35-14
12,40,0,28.88,60.38,Wheat,31.01,Red,14-35-14
14,11,4,26.97,51.01,Oil seeds,56.59,Loamy,10-26-26
12,26,11,30.38,63.18,Tobacco,56.23,Loamy,14-35-14
35,0,0,36.01,67.22,Tobacco,35.57,Red,DAP
25,23,0,33.67,56.87,Oil seeds,39.33,Sandy,20-20
15,45,0,37.68,54.79,Sugarcane,33.81,Sandy,Urea
7,19,12,22.12,45.25,Tobacco,38.99,Red,17-17-17
16,14,0,32.18,53.93,Wheat,42.41,Clayey,14-35-14
11,9,0,33.87,55.06,Oil seeds,65.59,Red,Urea
8,28,11,29.63,72.87,Paddy,59.15,Clayey,Urea
9,38,3,24.32,45.16,Paddy,50.1,Sandy,DAP
4,24,20,27.86,59.09,Paddy,26.75,Black,10-26-26
14,31,2,25.48,58.52,Cotton,38.7,Clayey,28-28
7,36,0,37.88,62.19,Paddy,32.88,Loamy,DAP
33,3,4,32.84,55.64,Pulses,38.3,Black,28-28
9,36,2,29.85,63.07,Pulses,35.41,Sandy,DAP
18,19,0,24.47,48.15,Pulses,50.29,Clayey,20-20
24,14,0,25.43,56.68,Wheat,51.55,Red,14-35-14
18,42,0,32.52,76.7,Tobacco,58.47,Sandy,14-35-14
35,0,0,22.93,53.13,Wheat,31.62,Red,Urea
13,26,7,27.23,57.59,Paddy,62.86,Loamy,Urea
8,11,1,34.29,77.99,Paddy,23.79,Loamy,10-26-26
4,29,10,35.01,59.29,Oil seeds,60.12,Loamy,14-35-14
30,2,1,28.79,50.73,Ground Nuts,37.84,Black,10-26-26
20,22,3,25.3,56.4,Ground Nuts,43.77,Black,DAP
12,33,10,29.81,61.85,Maize,63.84,Clayey,10-26-26
15,14,14,35.87,58.52,Cotton,45.11,Loamy,28-28
35,0,0,21.58,47.1,Paddy,30.17,Sandy,Urea
6,5,1,34.09,58.05,Pulses,39.69,Clayey,20-20
11,12,3,26.72,58.52,Paddy,62.69,Clayey,Urea
8,17,19,22.04,58.49,Ground Nuts,29.03,Loamy,14-35-14
41,2,0,22.5,51.88,Millets,36.58,Loamy,10-26-26
11,15,9,38.05,71.56,Ground Nuts,50.94,Clayey,10-26-26
6,5,2,28.21,59.97,Tobacco,54.67,Red,DAP
7,24,4,35.11,69.12,Oil seeds,38.09,Red,DAP
